기업명,기업형태,지역,업종,자본금,매출액,대표자,설립일
제이엘씨,중소기업,서울 서초구,부동산 중개 및 대리업,-,-,이종일,-
제이엘씨,중소기업,경기 오산시,소방시설 공사업,1억원,10억 4천만원,이화준,2023.06.26
제이엘씨,중소기업,경기 광주시,모피 및 가죽 제조업,1억원,10억 8백만원,강대식,2015.12.16
제이엘씨,중소기업,전북 전주시,기타 가공식품 도매업,"5,000만원","6억 4,068만원",신지웅,2015.09.15
제이엘씨,중소기업,경기 용인시,부동산·중개·임대,"5,000만원",-,이채영,2017
유창이앤씨,중견기업,서울 양천구,건축·설비·환경,278억 7천만원,999억9200만,"조우제,조용재",1974.07.01
유창이앤씨,중소기업,경기 화성시,기타 절연선 및 케이블 제조업,2억원,173억 9천만원,전이섭,2002.01.01
유창이앤씨,중소기업,경기 남양주시,건설·시공·토목·조경,,,,
휴먼엘지,중소기업,서울 서초구,비주거용 건물 임대업,,,,
피엘에쓰,중소기업,경북 경주시,경영 컨설팅업,,,,
하은메디스,중소기업,서울 서대문구,제약·보건·바이오,,,,
유진종합건설,중소기업,인천 미추홀구,기타 토목시설물 건설업,,,,
유진종합건설,중소기업,경기 화성시,기타 공동 주택 건설업,,,,
유진종합건설,중소기업,경기 안산시,건물 건설업,,,,
유진종합건설,중소기업,경남 밀양시,아파트 건설업,,,,
유진종합건설,중소기업,경남 김해시,기타 비주거용 건물 건설업,,,,
범아상사,중소기업,부산 중구,"화물 포장, 검수 및 계량 서비스업",,,,
범아상사,중소기업,울산 남구,"기타 기술 시험, 검사 및 분석업",,,,
범아상사,중소기업,서울 강남구,기타 화학물질 및 화학제품 도매업,,,,
범아상사,중소기업,경기 부천시,"철물, 금속 파스너 및 수공구 도매업",,,,
제이제이엠알오,중소기업,경기 안양시,그 외 기타 기계 및 장비 도매업,,,,
예원,비영리법인,서울 송파구,일반 병원,,,,
예원,중소기업,경기 수원시,상용 인력 공급 및 인사관리 서비스업,,,,
예원,중소기업,서울 구로구,통신 재판매업,,,,
예원,벤처기업,경기 하남시,기계·기계설비,,,,
예원,중소기업,서울 강서구,출판·인쇄·사진,,,,
예원,중소기업,인천 남동구,쇼핑몰·오픈마켓·소셜커머스,,,,
예원,중소기업,서울 종로구,오프셋 인쇄업,,,,
예원,중소기업,경기 화성시,비주거용 건물 개발 및 공급업,,,,
예원,중소기업,경기 광명시,건물 및 구축물 해체 공사업,,,,
예원,중소기업,경기 남양주시,금속·재료·자재,,,,
동양텍엘리베이터,중소기업,울산 중구,건물용 기계.장비 설치 공사업,,,,
오피스디포코리아,중견기업,서울 강남구,백화점·유통·도소매,77억 1천만원,2029억,유재민,1998.12.09
케이티에스프린텍,중소기업,서울 종로구,기타 인쇄업,2억원,10억 8백만원,박수형,2008.01.01
의료법인아주의료재단,비영리단체·교육재단,광주광역시 북구,의료(병원분류별),-,-,김수홍,2020.07.06
의료법인아주의료재단,비영리법인,경기 화성시,일반 의원,"9억 9,905만원",54억 7천만원,하경숙,2010.04.01
에스엠텍,중소기업,경북 경산시,"전기회로 개폐, 보호장치 제조업",2억원,61억 7천만원,김호영,2012.03.21
에스엠텍,중소기업,부산 남구,자동차·조선·철강·항공,1억원,1백2십억원,진호문,2000.09.21
에스엠텍,중견기업,경기 안산시,"고무, 화학섬유 및 플라스틱 성형기 제조업","5,000만원",221억 5천만원,박성희/미야타시게지,1991.11.05
에스엠텍,중소기업,대전광역시 유성구,반도체·디스플레이·광학,3억원,57억 7천만원,장인구,2011.07.01
에스엠텍,벤처기업,경기 군포시,기계·기계설비,2억원,"국20억,중80억",김응균,2004.04.23
에스엠텍,중소기업,경기 광주시,매트리스 및 침대 제조업,"2억 8,000만원",10억 6백만원,이백,2015.08.03
에스엠텍,중소기업,서울 구로구,일반전기 공사업,"5억 1,000만원",112억 7천만원,신현칠,1998.01.22
에스엠텍,중소기업,경기 시흥시,그 외 기타 고무제품 제조업,1억원,2만원,강형욱,2013.10.31
에스엠텍,중소기업,경기도 하남시,기계·기계설비,1억원,20억,이내선,2007.07.12
에스엠텍,중소기업,경남 마산시,인쇄회로기판용 적층판 제조업,"5,000만원",22억 1천만원,곽선효,2008.10.30
다오영농조합법인,중소기업,제주 제주시,"채소류, 서류 및 향신작물류 도매업",,,,
엔씨씨디지탈,중소기업,경기 남양주시,일반 통신 공사업,,,,
효동항업,중소기업,전남 여수시,내항 화물 운송업,,,,
효동항업,중소기업,전남 여수시,내항 화물 운송업,,,,
덕산건설,중소기업,대구 북구,단독 주택 건설업,,,,
덕산건설,중소기업,전북 익산시,토공사업,,,,
덕산건설,중소기업,경북 경주시,콘크리트 및 철근 공사업,,,,
덕산건설,중소기업,전북 정읍시,기타 토목시설물 건설업,,,,
덕산건설,중소기업,서울 관악구,기타 토목시설물 건설업,,,,
덕산건설,중소기업,강원 춘천시,"도배, 실내장식 및 내장 목공사업",,,,
덕산건설,중소기업,경남 창원시,기타 토목시설물 건설업,,,,
아프로시스템즈,중소기업,경기 하남시,전기·전자·제어,,,,
센스플러스,중소기업,충남 천안시,"서적, 잡지 및 기타 인쇄물 도매업",,,,
가나안전자정밀,중소기업,인천 남동구,생활용품·소비재·기타,,,,
가나안전자정밀,중소기업,경남 창원시,전기·전자·제어,,,,
에코시티,중소기업,서울 성동구,금속류 원료 재생업,1억 521만원,14억 9백만원,이동현,2011.11.10
에코시티,중소기업,경기 수원시,주거용 건물 개발 및 공급업,5억원,937억 3천만원,신동화,2007.04.11
에코시티,중견기업,전북 전주시,주거용 건물 개발 및 공급업,340억원,345억 7천만원,황명중,2015.05.21
에코시티,중소기업,전남 순천시,비주거용 건물 임대업,5억원,2억 611만원,이정명,2015.04.21
에코시티,중소기업,경기 구리시,작물재배 지원 서비스업,-,-,김효선,-
에코시티,중소기업,서울 구로구,전자부품 실장기판 제조업,-,-,차진길,2019.02.01
에코시티,중소기업,전북 전주시,음식료·외식·프랜차이즈,-,-,송유진,2010.02.03
에코시티,중소기업,전북 전주시,치킨 전문점,-,-,김태경,2019.12.05
필에스엔에스,중견기업,서울특별시 성동구,사업시설 유지.관리 서비스업,40억원,"2,111억 7천만원",이문석,1970.09.26
필에스엔에스,중견기업,서울 마포구,출판·인쇄·사진,70억 1천만원,1243억,강호연,1993.09.06
필에스엔에스,대기업 계열사·자회사,서울 중구,백화점·유통·도소매,,,,
필에스엔에스,중견기업,경기 안산시,시설관리·보안·경비,,,,
필에스엔에스,대기업 계열사·자회사,서울 강서구,솔루션·SI·CRM·ERP,,,,
필에스엔에스,중소기업,서울 서초구,시스템 소프트웨어 개발 및 공급업,,,,
필에스엔에스,중소기업,서울 성동구,사무 및 회화용품 제조업,,,,
필에스엔에스,중소기업,부산 부산진구,건축물 일반 청소업,,,,
필에스엔에스,중소기업,경기 화성시,전기·전자·제어,,,,
필에스엔에스,중소기업,경기 화성시,부동산 투자자문업,,,,
비코,중소기업,서울 서대문구,호텔·여행·항공,"9억 6,000만원",46억8천만,Shan Wang,2006.05.10
비코,중소기업,서울 마포구,문화·공연·예술,1억원,13억,박형섭,2005
비코,중소기업,경북 칠곡군,탄소섬유 제조업,"3억 7,000만원","7억 2,269만원",이정화,2008.08.05
비코,중소기업,경기 포천시,기타 비철금속 주조업,"2억 8,000만원","5억 2,689만원",전순복,2018.09.14
비코,중소기업,서울 강남구,광고·홍보·전시,-,-,김선미,2013.12.25
비코,중소기업,경남 창원시,물류·운송·배송,-,-,장향정,2016.03.16
비코,중소기업,경기도 화성시,전기용 기계.장비 및 관련 기자재 도매업,"8억 5,548만원",124억 4천만원,윌리엄제이밀러,2001.01.01
비코,중소기업,경기 김포시,쇼핑몰·오픈마켓·소셜커머스,1억원,15억,노성민,2021
비코,중소기업,경기 파주시,상품 종합 도매업,-,-,차현경,2010.05.04
메디아스,중소기업,경기 과천시,의료기기 도매업,"1억 7,000만원",51억 5천만원,김동일,2016.09.01
케이제이인터내셔널,중소기업,경남 김해시,전자상거래 소매 중개업,"3,000만원",59억 9천만원,김재영,2018.02.23
케이제이인터내셔널,중소기업,서울 구로구,기타 가공식품 도매업,"5,300만원",-,김보석,2017.11.24
인디테크,중소기업,경기 안산시,전기·전자·제어,2억원,100억,이인태,2004.06.01
루트비,중소기업,경기 부천시,낙농품 및 동.식물성 유지 도매업,"1억 7,500만원",133억 2717천,나윤영,2015.01.12
케익모아,중소기업,경기 양주시,빵류 제조업,1억원,43억 8천만원,김대식,2015.09.01
청아실업,중소기업,서울 노원구,건축물 일반 청소업,"4억 4,252만원","9억 9,663만원",이말희,2015.06.11
유비텍,중소기업,서울 구로구,기타 엔지니어링 서비스업,,,,
유비텍,중소기업,강원 원주시,컨설팅·연구·조사,,,,
유비텍,중소기업,부산 해운대구,응용 소프트웨어 개발 및 공급업,,,,
유비텍,중소기업,대구 동구,네트워크·통신서비스,,,,
유비텍,중소기업,인천 부평구,그 외 기타 전자부품 제조업,,,,
유비텍,중소기업,서울 마포구,응용 소프트웨어 개발 및 공급업,,,,
유비텍,중소기업,충북 청주시,기타 반도체소자 제조업,,,,
유비텍,중소기업,경기 안산시,배관 및 냉ㆍ난방 공사업,,,,
유비텍,중소기업,충북 음성군,신문용지 제조업,,,,
유비텍,중소기업,부산 수영구,전기·전자·제어,,,,
홍성산업,중소기업,서울특별시 강남구,기타 1차 비철금속 제조업,,,,
홍성산업,중소기업,경기 화성시,건설·시공·토목·조경,,,,
비아이티,중견기업,서울 종로구,응용 소프트웨어 개발 및 공급업,44억 5천만원,"2,370억 1천만원",강민균/변재철,2006.05.08
비아이티,대기업 계열사·자회사,경기 성남시,시스템 소프트웨어 개발 및 공급업,42억 7천만원,257억 5천만원,홍광표,2014.09.01
비아이티,중견기업,경기 과천시,솔루션·SI·CRM·ERP,,,신장호,1981
비아이티,중소기업,서울 강남구,컴퓨터시스템 통합 자문 및 구축 서비스업,,200억,이강호,2011.12.27
비아이티,벤처기업,경기 성남시,전기·전자·제어,4억원,38억 2천만,박 윤서,2000.12.23
비아이티,중소기업,서울 구로구,솔루션·SI·CRM·ERP,3억원,31억,황규환,1997.11.15
비아이티,중소기업,서울 송파구,전기·전자·제어,3억원,214억,김주연,2000.09.29
비아이티,대기업,서울 용산구,컴퓨터시스템 통합 자문 및 구축 서비스업,30억원,"1,171억 1천만원",조의제,2021.01.01
비아이티,대기업,경기 의왕시,은행·금융,-,-,손병환,2012.03.02
예공종합건설,중소기업,서울 강북구,건물 건설업,5억원,274억 4천만원,하용수,2001.01.05
예공종합건설,중소기업,인천 동구,건물 건설업,"5억 1,000만원",65억 5천만원,유정식,2002.12.01
영동건설,중견기업,인천 부평구,토목시설물 건설업,25억 6천만원,905억 4천만원,곽창우,1994.07.08
영동건설,중소기업,경기 김포시,건설·시공·토목·조경,2억원,39억 7천만원,김대연,2013
영동건설,중소기업,서울 양천구,유리 및 창호 공사업,-,-,양동석,2010.07.15
영동건설,중소기업,부산 수영구,제조업 및 유사 산업용 건물 건설업,16억 5천만원,406억 7천만원,강호영/김동균,2011.02.01
영동건설,중소기업,서울 성동구,비주거용 건물 임대업,"7,170만원",12억 1천만원,이종용,1967.02.13
태백축산,중소기업,경남 김해시,식품가공,7억원,288억,김창순,2014.01.24
에스엠아트,중소기업,인천 서구,건축·설비·환경,,,,
에스엠아트,중소기업,경북 포항시,그 외 기타 건축 마무리 공사업,,,,
유송타일,중소기업,경기 고양시,그 외 기타 건축자재 도매업,,,,
사회복지법인어린이재단,대기업,대구 서구,협회·단체,-,-,문희영,-
사회복지법인어린이재단,비영리단체·교육재단,경남 김해시,학원·어학원·교육원,-,-,손재익,2004.05.04
사회복지법인어린이재단,중소기업,경남 통영시,유아·유치원·어린이집,5억원,-,박덕규,2004.06.01
아희안,중소기업,서울 송파구,건축·설비·환경,3억원,,황선동,2005.01.01
한보엔지니어링,중소기업,대구 동구,건설·시공·토목·조경,30억원,200억,김기태,1994
한보엔지니어링,중소기업,서울 송파구,건설·시공·토목·조경,1억원,20억,이형우,2006
유디코,중소기업,경기 구리시,건축·설비·환경,1억원,10억,임지수,2020.01.01
유디코,중소기업,경기 구리시,시설관리·보안·경비,-,-,김종연,2015.12.04
유디코,중소기업,경기 부천시,기타 주변기기 제조업,-,-,김상인,2016.03.02
유디코,중소기업,경기 하남시,음ㆍ식료품 및 담배 중개업,"5,000만원",매출액 50억,김광배,2008.01.22
강남이앤씨,중소기업,광주 서구,건물 및 구축물 해체 공사업,3억원,92억 9천만원,이학곤,2008.03.25
강남이앤씨,중소기업,강원 강릉시,유리 및 창호 공사업,,,,
대성토건,중소기업,울산 중구,포장 공사업,10억원,30억 9천만원,김형석,2001.04.01
제이에스,중견기업,경기 용인시,그 외 자동차용 신품 부품 제조업,139억 1천만원,"6,262억 5천만원",최정연/이동원,1976.06.10
제이에스,중소기업,서울 서초구,조적 및 석 공사업,13억 4천만원,51억 5천만원,최재정,2000.03.03
제이에스,중견기업,서울 성동구,쇼핑몰·오픈마켓·소셜커머스,3억 4만원,2800억,이상준,1999.08.20
제이에스,중소기업,경기 시흥시,사업시설 유지.관리 서비스업,"5억 5,000만원",139억 3천만원,이종순,2007.02.01
제이에스,중소기업,인천 부평구,전기·전자·제어,5억원,300억,김진수,2006.11.13
제이에스,중소기업,대전 중구,임시 및 일용 인력 공급업,2억원,67억 9천만원,김숙자,2003.04.25
제이에스,중소기업,충남 천안시,그 외 자동차용 신품 부품 제조업,50억원,"1,262억 6천만원",한흥수/한상우,2001.08.14
제이에스,중소기업,서울 강남구,호텔·여행·항공,48억원,250억,김정수,1984.07.07
제이에스,중소기업,경기 오산시,임시 및 일용 인력 공급업,1억원,25억 8천만원,최성진,2017.11.10
제이에스,중소기업,서울 강남구,물류·운송·배송,"1,400억 3천만원",275억 4천만,김종현,2019
스크리나,중소기업,서울 강남구,포털·컨텐츠·커뮤니티,,,,
스크리나,중소기업,서울 중구,백화점·유통·도소매,,,,
스크리나,중소기업,서울 서초구,고용 알선업,"5,000만원",8억 143만원,서창호,2014.12.01
스크리나,중소기업,서울 마포구,"컴퓨터 및 주변장치, 소프트웨어 도매업",1억원,22억 4백만원,이상운,2014.10.15
스크리나,중소기업,서울 강남구,운동 및 경기용품 도매업,3억원,10억 4천만원,장지연,2015.08.22
스크리나,중소기업,서울 마포구,음식료·외식·프랜차이즈,-,-,하미현,2015
스크리나,중소기업,경기 성남시,과자류 및 코코아 제품 제조업,"7억 6,284만원",50억 7천만원,김경미,2020.02.12
진성리테일,중소기업,서울 동대문구,전자상거래 소매 중개업,,,,
에이엠티,중소기업,경기 파주시,광고·홍보·전시,,,,
에이엠티,중소기업,충남 아산시,반도체·디스플레이·광학,,,,
에이엠티,중소기업,경기 화성시,항공기용 부품 제조업,,,,
에이엠티,중소기업,경기 성남시,전기식 진단 및 요법 기기 제조업,,,,
에이엠티,중소기업,충북 괴산군,기타 제철 및 제강업,,,,
에이엠티,중소기업,대전 대덕구,금속·재료·자재,,,,
에이엠티,중소기업,서울 중구,그 외 기타 분류 안된 사업지원 서비스업,,,,
에이엠티,중소기업,전북 익산시,금속 단조제품 제조업,,,,
에이엠티,중소기업,경기 광주시,반도체·디스플레이·광학,,,,
에이엠티,중소기업,인천 남동구,화물자동차 및 특수목적용 자동차 제조업,,,,
신호시스템,중소기업,경기 성남시,전기·전자·제어,"1억 5,000만원",75억원,이인찬,1998.10.19
신호시스템,중소기업,경기 부천시,전기·전자·제어,2억원,26억,경원현,1988
신호시스템,중소기업,서울 영등포구,시스템 소프트웨어 개발 및 공급업,-,-,구대완,2011.02.18
큐엘,중소기업,경기 부천시,보험 대리 및 중개업,-,-,인선교,2009.05.21
큐엘,중소기업,경기 성남시,방송 및 무선 통신장비 제조업,,,이재원,2000.05.04
큐엘,대기업,서울 종로구,시스템 소프트웨어 개발 및 공급업,57억 4천만원,"1,517억 2천만원",정삼용,2000.03.20
큐엘,중소기업,경북 경주시,경비 및 경호 서비스업,"6억 9,000만원",780억 1천만원,박범수,2019.07.01
큐엘,중소기업,서울 강남구,기타 운동 및 경기용구 제조업,"5,000만원",71억 7천만원,윤지유,2020.10.23
큐엘,중소기업,서울 성동구,솔루션·SI·CRM·ERP,,,전주호,2012.02.01
큐엘,중소기업,서울 강남구,영화관 운영업,20억원,59억 8천만원,유제천,2020.06.01
큐엘,중소기업,서울 강남구,기타 금융 투자업,891억 2천만원,186억 6천만원,황희연,1982.12.17
큐엘,중소기업,서울 마포구,연예·엔터테인먼트,,,김규욱,2013.08.19
큐엘,중소기업,서울 강서구,방송·케이블·프로덕션,30억 5백만원,1181억,김형철,1962
신성강업,중소기업,경기 화성시,1차 금속제품 도매업,,,이문구,2005.03.16
탑코리아엘리베이터,중소기업,서울 강서구,그 외 기타 분류 안된 사업지원 서비스업,"3억 2,000만원",26억 8천만원,김대성,2016.02.29
포스트모던,중소기업,광주 광산구,"도배, 실내장식 및 내장 목공사업",,,,
포스트모던,중소기업,서울 마포구,전자상거래 소매 중개업,,,,
포스트모던,중소기업,서울 서초구,음악학원,,,,
한국웨딩주얼리,중소기업,서울 종로구,귀금속 및 관련제품 제조업,,,,
위제스,중소기업,전북 익산시,농업 및 임업용 기계 제조업,,,,
위제스,중소기업,경북 포항시,"치약, 비누 및 기타 세제 제조업",,,,
씨에스켐텍,대기업,서울 영등포구,컴퓨터시스템 통합 자문 및 구축 서비스업,,,,
씨에스켐텍,중소기업,서울 송파구,생활화학·화장품,,,,
씨에스켐텍,대기업 계열사·자회사,서울 금천구,네트워크·통신서비스,,,,
씨에스켐텍,대기업,서울 강남구,콜센터 및 텔레마케팅 서비스업,,,,
씨에스켐텍,외국계(외국 법인기타),경기 용인시,반도체·디스플레이·광학,,,,
씨에스켐텍,대기업 계열사·자회사,서울 강남구,증권·보험·카드,,,,
씨에스켐텍,중견기업,서울특별시 금천구,"치약, 비누 및 기타 세제 제조업",,,,
씨에스켐텍,중소기업,서울 영등포구,기타 일반 기계 및 장비 수리업,,,,
씨에스켐텍,벤처기업,충북 청주시,솔루션·SI·CRM·ERP,,,,
씨에스켐텍,중소기업,경기 용인시,기계·기계설비,,,,
동인화학,중소기업,경기 부천시,운송장비 조립용 플라스틱제품 제조업,,,,
동인화학,중견기업,경기 평택시,화학·에너지·환경,,,,
다와산업,중소기업,충북 청주시,"철물, 금속 파스너 및 수공구 도매업",,,,
오토파트,중소기업,경기 안양시,자동차용 전용 신품 부품 판매업,-,-,윤진우,2020.07.15
오토파트,중소기업,서울 동대문구,기타 자동차 신품 부품 및 내장품 판매업,,,,
오토파트,중소기업,서울 동대문구,자동차용 전용 신품 부품 판매업,"5,000만원",34억 3천만원,김선웅,2014.08.22
오토파트,중소기업,서울 송파구,상품 종합 도매업,"3억 5,000만원",63억 5천만원,함훈성,2009.07.01
오토파트,중소기업,경기 수원시,백화점·유통·도소매,-,-,김태순/박대연,-
오토파트,중소기업,서울 성동구,기타 자동차 신품 부품 및 내장품 판매업,2억원,63억 5천만원,정경수,2007.03.21
오토파트,중소기업,서울 성동구,자동차 중고 부품 및 내장품 판매업,"5,000만원",40억,이용우,2006.10.10
오토파트,중소기업,서울 동대문구,자동차 중고 부품 및 내장품 판매업,1억원,25억 3천만원,우일근,2016.07.01
오토파트,중소기업,대전광역시 대덕구,물류·운송·배송,-,-,김백수,-
코비젼,벤처기업,서울 강서구,솔루션·SI·CRM·ERP,,,,
코비젼,중소기업,인천 서구,치과용 기기 제조업,"2억 7,000만원",47억 3천만원,신태호,2014.10.25
삼양화학실업,중소기업,서울 강남구,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업,17억 5천만원,611억 2천만원,박에릭,1988.01.04
대경산업,중소기업,경기 고양시,건설·시공·토목·조경,,,정하희,1982.08.15
대경산업,중소기업,경기 안양시,"알루미늄 제련, 정련 및 합금 제조업",-,-,이종수,1960.05.23
대경산업,중소기업,경남 합천군,금속류 원료 재생업,,,,
대경산업,중소기업,경기 의왕시,포장용 플라스틱 성형용기 제조업,,,,
대경산업,중소기업,인천 남동구,금속·재료·자재,,,,
대경산업,중소기업,전남 장성군,건설·시공·토목·조경,,,,
대경산업,중소기업,대구 달서구,그 외 기타 플라스틱 제품 제조업,,,,
대경산업,중소기업,서울 종로구,그 외 기타 기계 및 장비 도매업,,,,
대경산업,중소기업,울산 남구,전기·전자·제어,,,,
대경산업,중소기업,대구 북구,도장 공사업,,,,
아이스트,중소기업,서울 송파구,건물 및 토목 엔지니어링 서비스업,,,,
아이스트,중소기업,전북 익산시,방사선 장치 제조업,,,,
아이스트,중소기업,세종 한누리대로,교과서 및 학습서적 출판업,,,,
아이스트,외국계(외국 법인기타),인천광역시 서구,전기·전자·제어,,,,
아이스트,중소기업,서울 용산구,쇼핑몰·오픈마켓·소셜커머스,,,,
대방스페샬스틸,중소기업,경남 김해시,선박 구성 부분품 제조업,"2억 4,716만원",218억 1천만원,김양규,2005.07.01
대아통상,중소기업,서울 서초구,전기용 기계.장비 및 관련 기자재 도매업,"5,000만원",12억 4천만원,강동훈,1992.08.20
주신산업,중소기업,경기 시흥시,자동차·조선·철강·항공,-,-,유경근,1999.11.19
주신산업,중소기업,경기 성남시,상품 종합 도매업,"2억 7,996만원",15억 5천만원,유희영,2010.05.10
주신산업,중소기업,경기 김포시,토목시설물 건설업,1억원,6억 509만원,강재윤,2016.08.05
주신산업,중소기업,경기 화성시,금속·재료·자재,-,-,이지행,2014.02.17
주신산업,개인,경기 포천시,그 외 기타 상품 전문 소매업,-,-,이해욱,-
주신산업,중소기업,경기 양주시,컨베이어장치 제조업,7억 981만원,"6억 8,138만원",신현규,2002.07.29
주신산업,중소기업,경기 고양시,두부 및 유사식품 제조업,-,-,이효은,2002.12.10
주신산업,중소기업,대전 동구,건설·시공·토목·조경,-,-,이주민,2017.06.01
세림바이오테크,중소기업,경남 양산시,"치약, 비누 및 기타 세제 제조업",2억원,"6억 3,942만원",김준완,2015.05.14
신유,중소기업,전남 담양군,임시 및 일용 인력 공급업,,,,
신유,중소기업,경기도 남양주시,건축·설비·환경,,,,
신유,중소기업,경기 용인시,주거용 건물 개발 및 공급업,,,,
신유,중소기업,경기 김포시,건설·시공·토목·조경,,,,
신유,중소기업,경기 김포시,비주거용 건물 개발 및 공급업,,,,
신유,중소기업,서울 성북구,배관 및 냉ㆍ난방 공사업,,,,
신유,중소기업,충북 충주시,영화관 운영업,,,,
신유,중소기업,부산 강서구,생활용 유리ㆍ요업ㆍ목재ㆍ금속 제품 및 날붙이 도매업,,,,
신유,중소기업,경기도 하남시,전자상거래 소매업,,,,
신유,중소기업,서울 양천구,배관 및 냉ㆍ난방 공사업,,,,
에바,벤처기업,경기 성남시,전기·전자·제어,,,이훈,2018.11.16
에바,중소기업,인천 중구,항공 여객 운송업,-,276억 2천만원,린보우슈,2003.08.29
에바,중소기업,대전 유성구,기계·기계설비,"5,000만원",24억,박해준,2000.02.05
에바,중소기업,경기 용인시,전자감지장치 제조업,"5,000만원",41억 9천만원,배연식,2012.09.06
에바,중소기업,서울 강남구,여자용 겉옷 제조업,,,김준희,2020.08.18
에바,중소기업,경기 성남시,생활용품·소비재·기타,"2,500만원",7억5천만,안애진,2015.02.16
에바,중소기업,서울 중구,가죽의복 제조업,-,-,한초이,2017.12.01
에바,중소기업,서울 금천구,시스템 소프트웨어 개발 및 공급업,2억원,81억 7천만원,진성주,2017.12.01
에바,중소기업,울산 남구,가전제품 및 부품 도매업,-,-,김현섭,-
에바,중소기업,부산 강서구,금속·재료·자재,-,-,변희선,2011.11.01
한성체리티,중소기업,경기 광주시,남녀용 겉옷 및 셔츠 도매업,4억원,126억 4천만원,이원영,1994.12.16
농업회사법인대영농원,중견기업,경북 영천시,농축산·어업·임업,-,-,우대일,-
메가셀,중소기업,충남 천안시,반도체·디스플레이·광학,,,,
메가셀,중소기업,경기 평택시,건축·설비·환경,,,,
메가셀,중소기업,경기 용인시,기타 전기 변환장치 제조업,,,,
메가셀,중소기업,서울 영등포구,컨설팅·연구·조사,,,,
메가셀,중소기업,서울 금천구,그 외 기타 의료용 기기 제조업,,,,
메가셀,중소기업,경기 수원시,전지 및 케이블 도매업,,,,
엘케이시스템즈,중소기업,경기 평택시,반도체·디스플레이·광학,,,,
엘케이시스템즈,벤처기업,대전광역시 유성구,전기·전자·제어,,,,
제이앤비텍,중소기업,서울 금천구,섬유·의류·패션,,,,
신평이앤씨,중소기업,서울 서초구,건축·설비·환경,,,,
엘엑스,대기업,서울 종로구,"화물운송 중개, 대리 및 관련 서비스업",100억원,"4조 2,004억원",이용호,1977.02.01
엘엑스,공공기관,전북 전주시,측량업,100억원,"5,139억 8천만원",최규성,1977.07.01
엘엑스,대기업 계열사·자회사,대전 유성구,반도체·디스플레이·광학,81억 3천만원,"1조 1,618억",손보익,1999.11.11
엘엑스,대기업,서울 종로구,상품 종합 중개업,"1,938억원","3조 6,498억원",윤춘성,1953.11.26
엘엑스,대기업,전남 여수시,석탄화학계 화합물 및 기타 기초 유기 화학물질 제조업,240억원,"8,643억 6천만원",박종일/카타오카신야,1991.04.01
엘엑스,대기업,서울 서초구,금속·재료·자재,250억원,3548억6359만,이강훈,1957.03.25
엘엑스,중소기업,전북 전주시,"산업설비, 운송장비 및 공공장소 청소업",5억원,72억 9천만원,이민수,2018.11.02
엘엑스,중소기업,서울 구로구,네트워크·통신서비스,2억원,95억,민은기,2007
엘엑스,중소기업,강원 원주시,그 외 자동차용 신품 부품 제조업,5억 658만원,90억 3백만원,김영국,1998.11.01
